budget,rho,user_subsidy_initial,merchant_subsidy_initial,final_x,final_y,combined_share,concentration,cum_profit,directional_state
0.3,0.26,0.078,0.222,0.007052903289814078,0.013449533840175653,0.010251218564994866,0.9794975628700102,3.4317073560824243,平台B锁定
0.3,0.28,0.084,0.216,0.007054056630575306,0.013447149751599606,0.010250603191087455,0.9794987936178251,3.4244812855612072,平台B锁定
0.3,0.3,0.09,0.21,0.007055210192756651,0.013444766116817776,0.010249988154787214,0.9795000236904255,3.4174385552793565,平台B锁定
0.3,0.32,0.096,0.204,0.007056363976399156,0.01344238293574192,0.010249373456070538,0.979501253087859,3.4105772349304493,平台B锁定
0.3,0.34,0.10200000000000001,0.19799999999999998,0.007057517981543861,0.013440000208283802,0.010248759094913832,0.9795024818101723,3.403895460551448,平台B锁定
0.3,0.36,0.108,0.192,0.007058672208231815,0.01343761793435522,0.010248145071293518,0.979503709857413,3.3973914311028715,平台B锁定
0.3,0.38,0.11399999999999999,0.186,0.00705982665650408,0.01343523611386797,0.010247531385186026,0.979504937229628,3.391063405260336,平台B锁定
0.3,0.4,0.12,0.18,0.0070609813264017225,0.013432854746733886,0.010246918036567805,0.9795061639268644,3.384909698402779,平台B锁定
0.3,0.42,0.126,0.17400000000000002,0.00706213621796582,0.013430473832864803,0.010246305025415311,0.9795073899491694,3.3789286797837597,平台B锁定
0.3,0.44,0.132,0.168,0.007063291331237455,0.013428093372172593,0.010245692351705023,0.97950861529659,3.373118769873292,平台B锁定
0.3,0.46,0.138,0.162,0.007064446666257723,0.013425713364569136,0.01024508001541343,0.9795098399691731,3.3674784378587774,平台B锁定
0.3,0.48,0.144,0.156,0.007065602223067723,0.01342333380996632,0.010244468016517022,0.979511063966966,3.362006199294219,平台B锁定
0.3,0.5,0.15,0.15,0.0070667580017085676,0.013420954708276074,0.010243856354992321,0.9795122872900153,3.35670061388819,平台B锁定
0.3,0.52,0.156,0.144,0.007067914002221374,0.013418576059410325,0.01024324503081585,0.9795135099383683,3.3515602834211373,平台B锁定
0.3,0.54,0.162,0.13799999999999998,0.007069070224647267,0.013416197863281031,0.010242634043964149,0.9795147319120717,3.346583849784034,平台B锁定
0.3,0.56,0.168,0.13199999999999998,0.007070226669027383,0.013413820119800163,0.010242023394413772,0.9795159532111724,3.3417699931303986,平台B锁定
0.3,0.58,0.174,0.126,0.007071383335402865,0.013411442828879717,0.010241413082141292,0.9795171738357173,3.3371174301345703,平台B锁定
0.3,0.6,0.18,0.12,0.007072540223814868,0.013409065990431696,0.010240803107123282,0.9795183937857534,3.3326249123496994,平台B锁定
