step,u_A,m_A,L_A,seed,C,market_size,n_users,n_merchants
55,0.0018,0.0044,0.0031000000000000003,202692,0.99381922,7500,5000,2500
56,0.0012,0.0016,0.0014,202692,0.99720392,7500,5000,2500
57,0.0028,0.0032,0.003,202692,0.9940180000000001,7500,5000,2500
58,0.003,0.0024,0.0027,202692,0.9946145799999999,7500,5000,2500
59,0.004,0.0016,0.0028,202692,0.9944156799999999,7500,5000,2500
60,0.0024,0.0012,0.0018,202692,0.9964064799999999,7500,5000,2500
0,0.5,0.5,0.5,202693,0.5,7500,5000,2500
1,0.3892,0.3996,0.3944,202693,0.52230272,7500,5000,2500
2,0.101,0.1064,0.1037,202693,0.81410738,7500,5000,2500
3,0.0054,0.0048,0.0051,202693,0.98985202,7500,5000,2500
4,0.0026,0.0032,0.0029,202693,0.9942168199999999,7500,5000,2500
5,0.002,0.0028,0.0024000000000000002,202693,0.99521152,7500,5000,2500
6,0.0018,0.0036,0.0027,202693,0.9946145799999999,7500,5000,2500
7,0.0024,0.002,0.0021999999999999997,202693,0.99560968,7500,5000,2500
8,0.0016,0.0028,0.0022,202693,0.99560968,7500,5000,2500
9,0.0024,0.0052,0.0037999999999999996,202693,0.9924288799999998,7500,5000,2500
10,0.0016,0.002,0.0018,202693,0.9964064799999999,7500,5000,2500
11,0.0012,0.0024,0.0018,202693,0.9964064799999999,7500,5000,2500
12,0.0026,0.0024,0.0024999999999999996,202693,0.9950125000000001,7500,5000,2500
13,0.0014,0.002,0.0017000000000000001,202693,0.9966057799999999,7500,5000,2500
14,0.0018,0.0032,0.0025,202693,0.9950125000000001,7500,5000,2500
15,0.0024,0.0,0.0012,202693,0.9976028800000001,7500,5000,2500
16,0.0024,0.0052,0.0037999999999999996,202693,0.9924288799999998,7500,5000,2500
17,0.002,0.0032,0.0026,202693,0.9948135199999999,7500,5000,2500
18,0.0022,0.0012,0.0017000000000000001,202693,0.9966057799999999,7500,5000,2500
19,0.0036,0.0008,0.0022,202693,0.99560968,7500,5000,2500
20,0.0014,0.0032,0.0023,202693,0.9954105800000002,7500,5000,2500
21,0.0022,0.0028,0.0025,202693,0.9950125000000001,7500,5000,2500
22,0.0024,0.0028,0.0026,202693,0.9948135199999999,7500,5000,2500
23,0.002,0.0016,0.0018,202693,0.9964064799999999,7500,5000,2500
24,0.0024,0.0024,0.0024,202693,0.99521152,7500,5000,2500
25,0.0014,0.0016,0.0015,202693,0.9970045000000001,7500,5000,2500
26,0.0016,0.0016,0.0016,202693,0.9968051199999999,7500,5000,2500
27,0.0028,0.002,0.0024000000000000002,202693,0.99521152,7500,5000,2500
28,0.0028,0.0016,0.0022,202693,0.99560968,7500,5000,2500
29,0.0018,0.0024,0.0021,202693,0.9958088199999999,7500,5000,2500
30,0.0012,0.004,0.0026,202693,0.9948135199999999,7500,5000,2500
31,0.002,0.0032,0.0026,202693,0.9948135199999999,7500,5000,2500
32,0.0022,0.0028,0.0025,202693,0.9950125000000001,7500,5000,2500
33,0.0024,0.0036,0.003,202693,0.9940180000000001,7500,5000,2500
34,0.003,0.0012,0.0021,202693,0.9958088199999999,7500,5000,2500
35,0.0022,0.002,0.0021000000000000003,202693,0.9958088199999999,7500,5000,2500
36,0.0018,0.0028,0.0023,202693,0.9954105800000002,7500,5000,2500
37,0.0022,0.0016,0.0019000000000000002,202693,0.9962072200000001,7500,5000,2500
38,0.0022,0.0028,0.0025,202693,0.9950125000000001,7500,5000,2500
39,0.0022,0.0028,0.0025,202693,0.9950125000000001,7500,5000,2500
40,0.0028,0.0036,0.0031999999999999997,202693,0.9936204800000001,7500,5000,2500
41,0.0028,0.0032,0.003,202693,0.9940180000000001,7500,5000,2500
42,0.0032,0.0024,0.0028,202693,0.9944156799999999,7500,5000,2500
43,0.0016,0.0024,0.002,202693,0.996008,7500,5000,2500
44,0.003,0.0016,0.0023,202693,0.9954105800000002,7500,5000,2500
45,0.0026,0.0012,0.0018999999999999998,202693,0.9962072200000001,7500,5000,2500
46,0.002,0.0032,0.0026,202693,0.9948135199999999,7500,5000,2500
47,0.0034,0.0028,0.0031,202693,0.99381922,7500,5000,2500
48,0.0016,0.0004,0.001,202693,0.9980020000000001,7500,5000,2500
49,0.002,0.0024,0.0021999999999999997,202693,0.99560968,7500,5000,2500
50,0.0022,0.0032,0.0027,202693,0.9946145799999999,7500,5000,2500
51,0.0024,0.0012,0.0018,202693,0.9964064799999999,7500,5000,2500
52,0.0022,0.0052,0.0037,202693,0.9926273799999998,7500,5000,2500
53,0.0024,0.0016,0.002,202693,0.996008,7500,5000,2500
54,0.003,0.0032,0.0031000000000000003,202693,0.99381922,7500,5000,2500
55,0.0022,0.0024,0.0023,202693,0.9954105800000002,7500,5000,2500
56,0.002,0.002,0.002,202693,0.996008,7500,5000,2500
57,0.0028,0.0016,0.0022,202693,0.99560968,7500,5000,2500
58,0.003,0.0008,0.0019,202693,0.9962072200000001,7500,5000,2500
59,0.0024,0.0024,0.0024,202693,0.99521152,7500,5000,2500
60,0.0026,0.0016,0.0021,202693,0.9958088199999999,7500,5000,2500
0,0.5,0.5,0.5,202694,0.5,7500,5000,2500
1,0.4288,0.432,0.4304,202694,0.50968832,7500,5000,2500
2,0.1428,0.1448,0.1438,202694,0.7537568799999999,7500,5000,2500
3,0.0068,0.0084,0.007599999999999999,202694,0.9849155199999999,7500,5000,2500
4,0.0024,0.0028,0.0026,202694,0.9948135199999999,7500,5000,2500
5,0.002,0.0024,0.0021999999999999997,202694,0.99560968,7500,5000,2500
6,0.0026,0.0024,0.0024999999999999996,202694,0.9950125000000001,7500,5000,2500
7,0.0018,0.0024,0.0021,202694,0.9958088199999999,7500,5000,2500
8,0.0018,0.0024,0.0021,202694,0.9958088199999999,7500,5000,2500
9,0.0014,0.004,0.0027,202694,0.9946145799999999,7500,5000,2500
10,0.0018,0.0012,0.0015,202694,0.9970045000000001,7500,5000,2500
11,0.0016,0.0008,0.0012000000000000001,202694,0.9976028800000001,7500,5000,2500
12,0.0024,0.0016,0.002,202694,0.996008,7500,5000,2500
13,0.0012,0.0016,0.0014,202694,0.99720392,7500,5000,2500
14,0.0026,0.0004,0.0015,202694,0.9970045000000001,7500,5000,2500
15,0.003,0.0016,0.0023,202694,0.9954105800000002,7500,5000,2500
16,0.0014,0.0016,0.0015,202694,0.9970045000000001,7500,5000,2500
17,0.0026,0.0028,0.0027,202694,0.9946145799999999,7500,5000,2500
18,0.002,0.002,0.002,202694,0.996008,7500,5000,2500
19,0.002,0.0036,0.0028,202694,0.9944156799999999,7500,5000,2500
20,0.0024,0.0024,0.0024,202694,0.99521152,7500,5000,2500
21,0.0012,0.0036,0.0024,202694,0.99521152,7500,5000,2500
22,0.0006,0.0008,0.0007,202694,0.99860098,7500,5000,2500
23,0.002,0.0028,0.0024000000000000002,202694,0.99521152,7500,5000,2500
24,0.0016,0.0024,0.002,202694,0.996008,7500,5000,2500
25,0.0014,0.0012,0.0013,202694,0.9974033800000002,7500,5000,2500
26,0.0034,0.0032,0.0033,202694,0.99342178,7500,5000,2500
27,0.002,0.0012,0.0015999999999999999,202694,0.9968051199999999,7500,5000,2500
28,0.0024,0.0012,0.0018,202694,0.9964064799999999,7500,5000,2500
29,0.0018,0.002,0.0019,202694,0.9962072200000001,7500,5000,2500
30,0.0016,0.0012,0.0014,202694,0.99720392,7500,5000,2500
31,0.001,0.0016,0.0013,202694,0.9974033800000002,7500,5000,2500
32,0.0018,0.0028,0.0023,202694,0.9954105800000002,7500,5000,2500
33,0.0018,0.004,0.0029,202694,0.9942168199999999,7500,5000,2500
34,0.0018,0.0032,0.0025,202694,0.9950125000000001,7500,5000,2500
35,0.0018,0.0024,0.0021,202694,0.9958088199999999,7500,5000,2500
36,0.0024,0.002,0.0021999999999999997,202694,0.99560968,7500,5000,2500
37,0.0034,0.0008,0.0021,202694,0.9958088199999999,7500,5000,2500
38,0.0028,0.0016,0.0022,202694,0.99560968,7500,5000,2500
39,0.0018,0.0028,0.0023,202694,0.9954105800000002,7500,5000,2500
40,0.0018,0.0012,0.0015,202694,0.9970045000000001,7500,5000,2500
41,0.0022,0.0028,0.0025,202694,0.9950125000000001,7500,5000,2500
42,0.0016,0.0032,0.0024000000000000002,202694,0.99521152,7500,5000,2500
43,0.0038,0.0036,0.0037,202694,0.9926273799999998,7500,5000,2500
44,0.002,0.0,0.001,202694,0.9980020000000001,7500,5000,2500
45,0.0016,0.0012,0.0014,202694,0.99720392,7500,5000,2500
46,0.0028,0.002,0.0024000000000000002,202694,0.99521152,7500,5000,2500
47,0.003,0.0048,0.0039,202694,0.9922304200000001,7500,5000,2500
48,0.0024,0.0012,0.0018,202694,0.9964064799999999,7500,5000,2500
49,0.0032,0.002,0.0026,202694,0.9948135199999999,7500,5000,2500
50,0.002,0.0028,0.0024000000000000002,202694,0.99521152,7500,5000,2500
51,0.0016,0.0016,0.0016,202694,0.9968051199999999,7500,5000,2500
52,0.0028,0.0016,0.0022,202694,0.99560968,7500,5000,2500
53,0.0026,0.002,0.0023,202694,0.9954105800000002,7500,5000,2500
54,0.0032,0.0028,0.003,202694,0.9940180000000001,7500,5000,2500
55,0.0022,0.0008,0.0015,202694,0.9970045000000001,7500,5000,2500
56,0.002,0.0004,0.0012000000000000001,202694,0.9976028800000001,7500,5000,2500
57,0.0034,0.002,0.0027,202694,0.9946145799999999,7500,5000,2500
58,0.0022,0.002,0.0021000000000000003,202694,0.9958088199999999,7500,5000,2500
59,0.0014,0.0,0.0007,202694,0.99860098,7500,5000,2500
60,0.0024,0.0024,0.0024,202694,0.99521152,7500,5000,2500
0,0.5,0.5,0.5,202695,0.5,7500,5000,2500
1,0.4984,0.4836,0.491,202695,0.500162,7500,5000,2500
2,0.4246,0.4316,0.4281,202695,0.5103392200000001,7500,5000,2500
3,0.166,0.164,0.165,202695,0.72445,7500,5000,2500
4,0.0084,0.0072,0.0078,202695,0.9845216799999998,7500,5000,2500
5,0.0024,0.0004,0.0014,202695,0.99720392,7500,5000,2500
6,0.0032,0.002,0.0026,202695,0.9948135199999999,7500,5000,2500
7,0.0012,0.002,0.0015999999999999999,202695,0.9968051199999999,7500,5000,2500
8,0.002,0.0016,0.0018,202695,0.9964064799999999,7500,5000,2500
9,0.002,0.0024,0.0021999999999999997,202695,0.99560968,7500,5000,2500
10,0.0028,0.0024,0.0026,202695,0.9948135199999999,7500,5000,2500
11,0.0024,0.0016,0.002,202695,0.996008,7500,5000,2500
12,0.0038,0.002,0.0029,202695,0.9942168199999999,7500,5000,2500
13,0.0008,0.002,0.0014,202695,0.99720392,7500,5000,2500
14,0.0014,0.0012,0.0013,202695,0.9974033800000002,7500,5000,2500
15,0.001,0.0,0.0005,202695,0.9990005000000002,7500,5000,2500
16,0.0024,0.0016,0.002,202695,0.996008,7500,5000,2500
17,0.0032,0.0016,0.0024000000000000002,202695,0.99521152,7500,5000,2500
18,0.0028,0.004,0.0034000000000000002,202695,0.9932231200000001,7500,5000,2500
19,0.0024,0.004,0.0031999999999999997,202695,0.9936204800000001,7500,5000,2500
20,0.0016,0.0016,0.0016,202695,0.9968051199999999,7500,5000,2500
21,0.002,0.0036,0.0028,202695,0.9944156799999999,7500,5000,2500
22,0.0028,0.002,0.0024000000000000002,202695,0.99521152,7500,5000,2500
23,0.0018,0.002,0.0019,202695,0.9962072200000001,7500,5000,2500
24,0.0024,0.0036,0.003,202695,0.9940180000000001,7500,5000,2500
25,0.0014,0.0016,0.0015,202695,0.9970045000000001,7500,5000,2500
26,0.0018,0.0024,0.0021,202695,0.9958088199999999,7500,5000,2500
27,0.0028,0.0008,0.0018,202695,0.9964064799999999,7500,5000,2500
28,0.004,0.002,0.003,202695,0.9940180000000001,7500,5000,2500
29,0.0032,0.0016,0.0024000000000000002,202695,0.99521152,7500,5000,2500
30,0.0022,0.0016,0.0019000000000000002,202695,0.9962072200000001,7500,5000,2500
31,0.0022,0.0024,0.0023,202695,0.9954105800000002,7500,5000,2500
32,0.0024,0.0016,0.002,202695,0.996008,7500,5000,2500
33,0.003,0.0012,0.0021,202695,0.9958088199999999,7500,5000,2500
34,0.0016,0.0032,0.0024000000000000002,202695,0.99521152,7500,5000,2500
35,0.0026,0.0008,0.0017,202695,0.9966057799999999,7500,5000,2500
36,0.0028,0.002,0.0024000000000000002,202695,0.99521152,7500,5000,2500
37,0.0014,0.002,0.0017000000000000001,202695,0.9966057799999999,7500,5000,2500
38,0.002,0.0012,0.0015999999999999999,202695,0.9968051199999999,7500,5000,2500
39,0.0026,0.002,0.0023,202695,0.9954105800000002,7500,5000,2500
40,0.0016,0.0028,0.0022,202695,0.99560968,7500,5000,2500
41,0.001,0.004,0.0025,202695,0.9950125000000001,7500,5000,2500
42,0.0022,0.002,0.0021000000000000003,202695,0.9958088199999999,7500,5000,2500
43,0.0028,0.0016,0.0022,202695,0.99560968,7500,5000,2500
44,0.002,0.0024,0.0021999999999999997,202695,0.99560968,7500,5000,2500
45,0.0022,0.0032,0.0027,202695,0.9946145799999999,7500,5000,2500
46,0.001,0.0028,0.0019,202695,0.9962072200000001,7500,5000,2500
47,0.0022,0.0036,0.0029,202695,0.9942168199999999,7500,5000,2500
48,0.0018,0.0024,0.0021,202695,0.9958088199999999,7500,5000,2500
49,0.002,0.0024,0.0021999999999999997,202695,0.99560968,7500,5000,2500
50,0.0032,0.0024,0.0028,202695,0.9944156799999999,7500,5000,2500
51,0.002,0.0028,0.0024000000000000002,202695,0.99521152,7500,5000,2500
52,0.0024,0.002,0.0021999999999999997,202695,0.99560968,7500,5000,2500
53,0.0024,0.0008,0.0015999999999999999,202695,0.9968051199999999,7500,5000,2500
54,0.0032,0.0024,0.0028,202695,0.9944156799999999,7500,5000,2500
55,0.0022,0.0016,0.0019000000000000002,202695,0.9962072200000001,7500,5000,2500
56,0.0036,0.0012,0.0024,202695,0.99521152,7500,5000,2500
57,0.0022,0.0012,0.0017000000000000001,202695,0.9966057799999999,7500,5000,2500
58,0.0032,0.0028,0.003,202695,0.9940180000000001,7500,5000,2500
59,0.0024,0.0024,0.0024,202695,0.99521152,7500,5000,2500
60,0.0022,0.0016,0.0019000000000000002,202695,0.9962072200000001,7500,5000,2500
0,0.5,0.5,0.5,202696,0.5,7500,5000,2500
1,0.4854,0.4876,0.4865,202696,0.5003645000000001,7500,5000,2500
2,0.3854,0.3796,0.3825,202696,0.5276124999999999,7500,5000,2500
3,0.082,0.076,0.079,202696,0.8544820000000001,7500,5000,2500
4,0.0038,0.0032,0.0035,202696,0.9930245000000002,7500,5000,2500
5,0.0022,0.0032,0.0027,202696,0.9946145799999999,7500,5000,2500
6,0.0028,0.002,0.0024000000000000002,202696,0.99521152,7500,5000,2500
7,0.003,0.002,0.0025,202696,0.9950125000000001,7500,5000,2500
8,0.0026,0.0024,0.0024999999999999996,202696,0.9950125000000001,7500,5000,2500
9,0.0012,0.0012,0.0012,202696,0.9976028800000001,7500,5000,2500
10,0.002,0.0032,0.0026,202696,0.9948135199999999,7500,5000,2500
11,0.001,0.0012,0.0010999999999999998,202696,0.99780242,7500,5000,2500
12,0.0022,0.002,0.0021000000000000003,202696,0.9958088199999999,7500,5000,2500
13,0.002,0.002,0.002,202696,0.996008,7500,5000,2500
14,0.0018,0.002,0.0019,202696,0.9962072200000001,7500,5000,2500
15,0.0018,0.0028,0.0023,202696,0.9954105800000002,7500,5000,2500
16,0.0022,0.0008,0.0015,202696,0.9970045000000001,7500,5000,2500
17,0.0028,0.0028,0.0028,202696,0.9944156799999999,7500,5000,2500
18,0.0034,0.0036,0.0034999999999999996,202696,0.9930245000000002,7500,5000,2500
19,0.0024,0.002,0.0021999999999999997,202696,0.99560968,7500,5000,2500
20,0.0032,0.002,0.0026,202696,0.9948135199999999,7500,5000,2500
21,0.003,0.0012,0.0021,202696,0.9958088199999999,7500,5000,2500
22,0.0026,0.0024,0.0024999999999999996,202696,0.9950125000000001,7500,5000,2500
23,0.0026,0.0024,0.0024999999999999996,202696,0.9950125000000001,7500,5000,2500
24,0.0016,0.0028,0.0022,202696,0.99560968,7500,5000,2500
25,0.0024,0.0016,0.002,202696,0.996008,7500,5000,2500
26,0.001,0.0016,0.0013,202696,0.9974033800000002,7500,5000,2500
27,0.0014,0.0016,0.0015,202696,0.9970045000000001,7500,5000,2500
28,0.0018,0.0028,0.0023,202696,0.9954105800000002,7500,5000,2500
29,0.003,0.0012,0.0021,202696,0.9958088199999999,7500,5000,2500
30,0.0014,0.0016,0.0015,202696,0.9970045000000001,7500,5000,2500
31,0.0032,0.002,0.0026,202696,0.9948135199999999,7500,5000,2500
32,0.0012,0.0032,0.0022,202696,0.99560968,7500,5000,2500
33,0.0024,0.002,0.0021999999999999997,202696,0.99560968,7500,5000,2500
34,0.0014,0.0012,0.0013,202696,0.9974033800000002,7500,5000,2500
35,0.0028,0.002,0.0024000000000000002,202696,0.99521152,7500,5000,2500
36,0.0016,0.002,0.0018,202696,0.9964064799999999,7500,5000,2500
37,0.003,0.0032,0.0031000000000000003,202696,0.99381922,7500,5000,2500
38,0.002,0.002,0.002,202696,0.996008,7500,5000,2500
39,0.0018,0.0036,0.0027,202696,0.9946145799999999,7500,5000,2500
40,0.0026,0.0032,0.0029,202696,0.9942168199999999,7500,5000,2500
41,0.0038,0.0028,0.0033,202696,0.99342178,7500,5000,2500
42,0.002,0.0016,0.0018,202696,0.9964064799999999,7500,5000,2500
43,0.0034,0.0036,0.0034999999999999996,202696,0.9930245000000002,7500,5000,2500
44,0.0024,0.0024,0.0024,202696,0.99521152,7500,5000,2500
45,0.0026,0.0016,0.0021,202696,0.9958088199999999,7500,5000,2500
46,0.0038,0.0036,0.0037,202696,0.9926273799999998,7500,5000,2500
47,0.0022,0.002,0.0021000000000000003,202696,0.9958088199999999,7500,5000,2500
48,0.0016,0.0016,0.0016,202696,0.9968051199999999,7500,5000,2500
49,0.0018,0.0016,0.0017000000000000001,202696,0.9966057799999999,7500,5000,2500
50,0.0022,0.0028,0.0025,202696,0.9950125000000001,7500,5000,2500
51,0.0022,0.004,0.0031000000000000003,202696,0.99381922,7500,5000,2500
52,0.0012,0.002,0.0015999999999999999,202696,0.9968051199999999,7500,5000,2500
53,0.0016,0.0008,0.0012000000000000001,202696,0.9976028800000001,7500,5000,2500
54,0.0018,0.0024,0.0021,202696,0.9958088199999999,7500,5000,2500
55,0.001,0.0016,0.0013,202696,0.9974033800000002,7500,5000,2500
56,0.0016,0.0028,0.0022,202696,0.99560968,7500,5000,2500
57,0.0026,0.002,0.0023,202696,0.9954105800000002,7500,5000,2500
58,0.001,0.0016,0.0013,202696,0.9974033800000002,7500,5000,2500
59,0.0026,0.0024,0.0024999999999999996,202696,0.9950125000000001,7500,5000,2500
60,0.003,0.002,0.0025,202696,0.9950125000000001,7500,5000,2500
0,0.5,0.5,0.5,202697,0.5,7500,5000,2500
1,0.5944,0.598,0.5962000000000001,202697,0.5185088800000001,7500,5000,2500
2,0.89,0.8916,0.8908,202697,0.8054492800000002,7500,5000,2500
3,0.9962,0.9968,0.9964999999999999,202697,0.9930245,7500,5000,2500
4,0.997,0.9976,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
5,0.998,0.9988,0.9984,202697,0.9968051199999999,7500,5000,2500
6,0.9988,0.998,0.9984,202697,0.9968051199999999,7500,5000,2500
7,0.9968,0.998,0.9974000000000001,202697,0.9948135200000001,7500,5000,2500
8,0.9982,0.9992,0.9986999999999999,202697,0.99740338,7500,5000,2500
9,0.9966,0.998,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
10,0.9988,0.9984,0.9985999999999999,202697,0.9972039199999998,7500,5000,2500
11,0.998,0.9996,0.9988,202697,0.9976028800000001,7500,5000,2500
12,0.9974,0.9968,0.9971,202697,0.9942168199999999,7500,5000,2500
13,0.9988,0.9976,0.9982,202697,0.9964064799999999,7500,5000,2500
14,0.9986,0.9992,0.9989,202697,0.99780242,7500,5000,2500
15,0.9966,0.998,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
16,0.9974,0.998,0.9977,202697,0.9954105800000002,7500,5000,2500
17,0.9978,0.9968,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
18,0.9984,0.9988,0.9985999999999999,202697,0.9972039199999998,7500,5000,2500
19,0.9984,0.9976,0.998,202697,0.996008,7500,5000,2500
20,0.9982,0.9984,0.9983,202697,0.9966057799999999,7500,5000,2500
21,0.9988,0.9972,0.998,202697,0.996008,7500,5000,2500
22,0.9958,0.9972,0.9964999999999999,202697,0.9930245,7500,5000,2500
23,0.9974,0.9984,0.9979,202697,0.9958088199999999,7500,5000,2500
24,0.9984,0.9992,0.9987999999999999,202697,0.9976028799999999,7500,5000,2500
25,0.998,0.9976,0.9978,202697,0.99560968,7500,5000,2500
26,0.9974,0.9988,0.9981,202697,0.9962072200000001,7500,5000,2500
27,0.9978,0.9988,0.9983,202697,0.9966057799999999,7500,5000,2500
28,0.9988,0.9984,0.9985999999999999,202697,0.9972039199999998,7500,5000,2500
29,0.9986,0.9984,0.9984999999999999,202697,0.9970044999999998,7500,5000,2500
30,0.9978,0.998,0.9979,202697,0.9958088199999999,7500,5000,2500
31,0.9986,0.9964,0.9975,202697,0.9950125000000001,7500,5000,2500
32,0.9978,0.9988,0.9983,202697,0.9966057799999999,7500,5000,2500
33,0.9968,0.9992,0.998,202697,0.996008,7500,5000,2500
34,0.9974,0.998,0.9977,202697,0.9954105800000002,7500,5000,2500
35,0.9978,0.9972,0.9975,202697,0.9950125000000001,7500,5000,2500
36,0.9986,0.9972,0.9979,202697,0.9958088199999999,7500,5000,2500
37,0.9978,0.9984,0.9981,202697,0.9962072200000001,7500,5000,2500
38,0.9962,0.998,0.9971,202697,0.9942168199999999,7500,5000,2500
39,0.997,0.9976,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
40,0.9976,0.9972,0.9974000000000001,202697,0.9948135200000001,7500,5000,2500
41,0.998,0.9968,0.9974000000000001,202697,0.9948135200000001,7500,5000,2500
42,0.9984,0.9968,0.9976,202697,0.99521152,7500,5000,2500
43,0.9984,0.9988,0.9985999999999999,202697,0.9972039199999998,7500,5000,2500
44,0.997,0.998,0.9975,202697,0.9950125000000001,7500,5000,2500
45,0.998,0.9972,0.9976,202697,0.99521152,7500,5000,2500
46,0.9984,0.9992,0.9987999999999999,202697,0.9976028799999999,7500,5000,2500
47,0.9978,0.9976,0.9977,202697,0.9954105800000002,7500,5000,2500
48,0.9978,0.9992,0.9984999999999999,202697,0.9970044999999998,7500,5000,2500
49,0.9972,0.998,0.9976,202697,0.99521152,7500,5000,2500
50,0.9984,0.9988,0.9985999999999999,202697,0.9972039199999998,7500,5000,2500
51,0.9976,0.9988,0.9982,202697,0.9964064799999999,7500,5000,2500
52,0.999,0.9984,0.9986999999999999,202697,0.99740338,7500,5000,2500
53,0.9974,0.9996,0.9984999999999999,202697,0.9970044999999998,7500,5000,2500
54,0.997,0.9976,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
55,0.997,0.9976,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
56,0.998,0.9976,0.9978,202697,0.99560968,7500,5000,2500
57,0.9972,0.9952,0.9962,202697,0.9924288799999998,7500,5000,2500
58,0.9986,0.9988,0.9987,202697,0.9974033800000002,7500,5000,2500
59,0.998,0.9964,0.9972,202697,0.9944156799999999,7500,5000,2500
60,0.997,0.9976,0.9973000000000001,202697,0.9946145800000001,7500,5000,2500
0,0.5,0.5,0.5,202698,0.5,7500,5000,2500
1,0.5158,0.514,0.5149,202698,0.50044402,7500,5000,2500
2,0.638,0.6404,0.6392,202698,0.53875328,7500,5000,2500
3,0.943,0.9376,0.9402999999999999,202698,0.8877281799999999,7500,5000,2500
4,0.9974,0.9968,0.9971,202698,0.9942168199999999,7500,5000,2500
5,0.9972,0.9992,0.9982,202698,0.9964064799999999,7500,5000,2500
6,0.9988,0.9968,0.9978,202698,0.99560968,7500,5000,2500
7,0.9988,0.9996,0.9992000000000001,202698,0.9984012800000002,7500,5000,2500
8,0.9984,0.9984,0.9984,202698,0.9968051199999999,7500,5000,2500
9,0.9986,0.9964,0.9975,202698,0.9950125000000001,7500,5000,2500
10,0.9968,0.9968,0.9968,202698,0.9936204800000001,7500,5000,2500
11,0.998,0.9988,0.9984,202698,0.9968051199999999,7500,5000,2500
12,0.997,0.998,0.9975,202698,0.9950125000000001,7500,5000,2500
13,0.997,0.9972,0.9971,202698,0.9942168199999999,7500,5000,2500
14,0.9984,0.9972,0.9978,202698,0.99560968,7500,5000,2500
15,0.998,0.9976,0.9978,202698,0.99560968,7500,5000,2500
16,0.9978,0.9976,0.9977,202698,0.9954105800000002,7500,5000,2500
17,0.9976,0.9972,0.9974000000000001,202698,0.9948135200000001,7500,5000,2500
18,0.998,0.9976,0.9978,202698,0.99560968,7500,5000,2500
19,0.9968,0.9976,0.9972000000000001,202698,0.9944156800000001,7500,5000,2500
20,0.9972,0.9968,0.997,202698,0.9940180000000001,7500,5000,2500
21,0.998,0.9984,0.9982,202698,0.9964064799999999,7500,5000,2500
22,0.9972,0.9964,0.9967999999999999,202698,0.9936204799999999,7500,5000,2500
23,0.9974,0.9984,0.9979,202698,0.9958088199999999,7500,5000,2500
24,0.9978,0.9976,0.9977,202698,0.9954105800000002,7500,5000,2500
25,0.9968,0.998,0.9974000000000001,202698,0.9948135200000001,7500,5000,2500
26,0.9982,0.996,0.9971,202698,0.9942168199999999,7500,5000,2500
27,0.997,0.9988,0.9979,202698,0.9958088199999999,7500,5000,2500
28,0.9978,0.9972,0.9975,202698,0.9950125000000001,7500,5000,2500
29,0.9988,0.996,0.9974000000000001,202698,0.9948135200000001,7500,5000,2500
30,0.9974,0.9988,0.9981,202698,0.9962072200000001,7500,5000,2500
31,0.9986,0.9984,0.9984999999999999,202698,0.9970044999999998,7500,5000,2500
32,0.998,0.9968,0.9974000000000001,202698,0.9948135200000001,7500,5000,2500
33,0.9966,0.998,0.9973000000000001,202698,0.9946145800000001,7500,5000,2500
34,0.9968,0.9964,0.9965999999999999,202698,0.9932231199999999,7500,5000,2500
35,0.9982,0.9968,0.9975,202698,0.9950125000000001,7500,5000,2500
36,0.9966,0.998,0.9973000000000001,202698,0.9946145800000001,7500,5000,2500
37,0.9978,0.9968,0.9973000000000001,202698,0.9946145800000001,7500,5000,2500
38,0.9976,0.9992,0.9984,202698,0.9968051199999999,7500,5000,2500
39,0.9974,0.996,0.9966999999999999,202698,0.9934217799999998,7500,5000,2500
40,0.998,0.998,0.998,202698,0.996008,7500,5000,2500
41,0.9984,0.9976,0.998,202698,0.996008,7500,5000,2500
42,0.9972,0.9988,0.998,202698,0.996008,7500,5000,2500
43,0.9986,0.9976,0.9981,202698,0.9962072200000001,7500,5000,2500
44,0.9978,0.998,0.9979,202698,0.9958088199999999,7500,5000,2500
45,0.9976,0.9976,0.9976,202698,0.99521152,7500,5000,2500
46,0.9984,0.9976,0.998,202698,0.996008,7500,5000,2500
47,0.9978,0.9988,0.9983,202698,0.9966057799999999,7500,5000,2500
48,0.9982,0.9992,0.9986999999999999,202698,0.99740338,7500,5000,2500
49,0.9976,0.998,0.9978,202698,0.99560968,7500,5000,2500
50,0.998,0.9984,0.9982,202698,0.9964064799999999,7500,5000,2500
51,0.9986,0.998,0.9983,202698,0.9966057799999999,7500,5000,2500
52,0.9968,0.9976,0.9972000000000001,202698,0.9944156800000001,7500,5000,2500
53,0.998,0.9992,0.9985999999999999,202698,0.9972039199999998,7500,5000,2500
54,0.9964,0.9988,0.9976,202698,0.99521152,7500,5000,2500
55,0.9958,0.9988,0.9973000000000001,202698,0.9946145800000001,7500,5000,2500
56,0.9974,0.998,0.9977,202698,0.9954105800000002,7500,5000,2500
57,0.998,0.9984,0.9982,202698,0.9964064799999999,7500,5000,2500
